post_text,label
Sweetie don't worry English is perfectly fine trust me when people try to correct me over here I don't pay no mind I used to get mad but not anymore,1
"I'd sit here and say how sorry I am for you, but that would do you a disservice. This is your life. The hand has been dealt, it's time to call and show your cards. That's the thing though. Show others your hand. Talk about what hurts. Defining your feelings is difficult I'm sure. But you can describe the emptiness, the loneliness. And I'm not just talking about a therapist. Tell everyone in your life. I know how terrifying that prospect can be, but just think about it for a moment. You live with fear every day. Fear of your own thoughts, your urges or simply interacting with others. The fear here is being judged, but even if you were, would that really be worse? There's a saying, almost a mantra for us ""no one is harder on me than me."" So really, what damage can telling people how much your suffering and how little control you have? You torture yourself far more than any hurtful, judgmental comments. However, maybe, just maybe you'll find someone who gets it. Maybe your support system will grow. The people who get your pain but instead of telling you to get out of bed and deal with it, they lie down next to you and hold you. Sometimes love and support can be just as effective as meds.",1
"My cousin suffers from depression and when her attacks begins she texts me and I rush to her house even her husband can't comfort her she told me I am all her hope (no pressure) and I can only understand her I am kind of ok with this part of story but when I feel really bad and sunk into darkness of my thoughts and depression and am gasping for a tiny comfort then anxiety hits me...ad I text her she replies a day after or so asking if I am ok! why I can't do the same? maybe I am not compassionate as I think I am maybe I am just a selfish idiot who feel better helping others and is using that to feel good and are pretending that is good person? oh my mind is so complicated and are always up and runing creating ideas and theories I feel like it is trying so hard to explain everything that most of the times is mistaken I am too tired of thinking but I can't make it stop! I have a secret that is killing me down and it is that I am homosexual and no one knows...I feel lonely and really in pain, mental and physical I also have a nasty IBS that won't leave me alone, sometimes I think my problems are too complicated to be solved 1 by 1 I need a solution that can help me to start with a clean new state...",1
I can so relate to how Nemo is feeling right.  It's been a few weeks and the constant stress and lack of support doesn't help.,1
"I have been struggling myself lately. Here's my best advice to you. No matter what just try. Just try to get out of bed and meet with the sun. Take your D vitamins, and fish oil. If you get up and you just cant today. Its okay. Try again tomorrow. Just try. I personally askee people to keep their negative feeling and thoughts to themselves. I told myself to not speak negative even. Its hard, but it helps.",1
I have bipolar disorder when I hit a bad patch I just lock myself away I don't want to upset everyone just coz I'm upset Mt tenper is terrible as well,1
Dishes laundry mop.  Do whatever u can to alieve any outside stressors so that she can deal with the spiral head on,1
this is more like... maintaining mental health if you have it.... exercise is really hard when you struggle just to get out of bed. -_-,1
"Bipolar/Depression/Anxiety Open Page when you post images like this, can you please find ones big enough so they don't look so blurry?  Most of the images I see from this page are really blurry, I think because the original images are so small.  Thanks!",1
Your not! I'm down really low right now too because of my oldest kids. They always like to get me upset and stress me out and my anxiety just goes crazy!,1
"That's a tough one sweetheart. If you are over 18, you only need your parents support not permission. You should never have been given an intern only in the first place. They work under the supervision of licensed personel. Try to obtain information on the therapists they have and request the one you want. You may have to go through a few to find the right fit. Only you will know that -- if you feel uncomfortable, unsafe in any discussions, or see or feel no improvement. You can talk with your therapist or Dr about the need for hospitalization. If you feel time is of the essence check yourself in. They will usually begin and monitor any medications you may need as well as counseling and support from others like you. Don't be afraid. Also consider all the options in your area for treatment. 
If you are not 18, you need someone to talk to your parents for you as it doesn't appear that they see the importance of your receiving treatment. Maybe you have a school counselor, teacher, or another family member who can speak on your behalf. In my experience clergy and psychological treatment do not mix well. They are separate. Faith is very important. I cannot express enough how vital early intervention is to recovery!!!! The older you get, the harder it will be. 
Whatever you do, don't give up on yourself or others. I wish you the very best. Good luck!",1
Causes paranoia,1
"I do not have BPD (I was diagnosed bipolar 2 with many many other things), but I have a partner who may have it (though he lives somewhere currently where they have a horrible mental health system as are really bad at diagnosing so we aren't positive) there are some types of meds that help. Mood stabilizers are supposedly the select few that can cause some relief with BPD, but I definitely recommend DBT and therapy if you don't 
already. But until you can do it,  there are a lot of things you can do for yourself for now, find things that help you obsess in a positive way. I also write, but I write not only about what I feel but in my novels.(which helps be obsess productively) I also have my animals, which need constant care every day, and I rehab a lot of animals, so that helps a lot with giving me something. I am constantly researching about them because I enjoy it. There are many other things you can do just for every day stuff, walking or just any exercise. Yoga has been an extreme help for me. Just finding what works for you is really really important ^^",1
"One thing to remember is that you're NOT lazy. When I got to a point where I just couldn't do simple tasks anymore, I called myself lazy and just felt worse and worse about myself. Only when I found the right meds (or the right meds for now...) did I realize how much better and how much different I felt. I realized that I hadn't been lazy and that it was the illness attacking me with all it had. I realized that there was a difference between being sick (with the flu, etc) and having a horrible day with depression. When you're sick, you can get out of bed and take care of yourself. When you're in a low, sometimes you can't do those things and that's okay. You're alive and you're fighting to win, so always think more of yourself then the voices in your head say. You are not lazy.",1
First ask your self the question what is important to you. Have you always felt like this with your job. Is this a new thing. Is some outsides source contributing to your stress new relationship family drama. Do you like this challenging job? The best thing to do in a stressful situation is vent get it all out of your mind if there someone close to you to talk about this thing. I see a therapist so sometimes venting helps I go into that room with a variety of thing on my mind and come out calmer I don't have a solution right away but I am just less stressed. Exercise helps a lot even if it running for a short distance. Bipolar or not we all experienced high stress at work just bc you have bipolar does not mean your forced to be in a situation you should not want to be. Taking days off might give you an idea on how you will feel if you did not have this job. I text my self in a stressing situation so I know what was my triggers bc we easily forget what upset is then I go over it with my therapist. Changes when we have a mental condition can be more difficult to deal with as anxiety goes up depression episode might emerge. It's ok to be stress don't be hard on your self . I take medication so it keeps me balance. Sleep on your decisions you might feel differently the next day . We are only human and sometimes we are self are our worst enemies. Don't look for perfection it does not exist. One day at a time . We tend to think of tones of fake senecrious that are more like not to happen  . I wish you the best and I sure you will make the right decisions for yours self bc you know your self best,1
Its very common to struggle with work. I'm not a great employee. It doesn't take much to tap out.,1
"I feel the same way sometimes, i dont think people understand how hard it is having this bipolar disorder. Trying to function day to day can be a struggle. Our minds need a break.",1
"For me quitting means I am letting the bipolar win and I'm being a slave to my diagnosis. My work is what keeps me from being sent to a psych ward. Work helps to focus me on something other than my illness. Sure my focus isn't great and my work is sub par in my book I'm still being productive and keeping up to deadlines. Otherwise I'd just be sat at home dwelling on how crap I feel and that leads to a huge pity party for 1 and that's s place I just don't want to be. If you need to take a few days off as a break then do it. I have the next week off just so I can recharge my batteries. I have self care planned. Getting my nails done having lunch with my sister, going for a coffee date with my father and going shopping for a new mattress. Then the rest of the time I can sleep watch tv catch up on Netflix that kinda thing. With all that said I say just don't quit.",1
"You have made yourself a victim instead if accepting you have depression or another mental health issue and dealing with the positives as and web they present themselves.  Thus could mean doing something which makes you totally uncomfortable but doing it for your own self esteem and positive mindset. I am still on medication, I still shut myself away, I still shun parties and get togethers but occasionally I bite the bullet and so far by attending because I have made the decision to,do so, I have not encountered any major breakdowns.  Inwardly I give myself a pat on the back for achievement.",1
"I've often thought that having a mental illness separates someone from the rest of the world, I feel it's as though you live almost alongside people, but almost in a bubble, or a parallel existence, never really gelling or fitting in.  I'm trying to find the words to describe how it actually feels as I'm wondering if that is kinda how you might feel.  It's almost as though the rest of society is bubbling along and the sufferer is almost on the outside looking in.  Trying desperately to belong and be accepted, but never achieving this.  It's exhausting and sad at the same time as we feel cut off and lonely as well as different and misunderstood.

Finding people who really understand are few and far between.  I think only those who are suffering or who have suffered in the past truly understand, although of course those others who are really struggling have to put their energies into their own survival, unfortunately society as a whole doesn't 'get it'.  It is a crying shame that the world has little patience or acceptance of mental health problems or disability.  These two massive groups of people as still not treated as equals with very little compassion by the masses and Governments alike.  However much society tries to show it understands and is trying to support us, consideration and understanding comes far too short of the mark.  People haven't got time, everyone has their own problems, time management issues and lives, in essence it is each man for himself so those who may need extra help are left almost forgotten and left to cope essentially on their own.

Many people just don't understand mental illness at all, I'm not saying that they all don't try, because some do, but in a way, you can't blame them, mental health problems don't make logical sense to the sufferer quite often, let alone those who can't understand how it works.  My husband once said to my son; 'if you want to go to the party, why can't you go?' I.e. My son desperately wanted to go, but his acute anxiety stopped him.  So sad for him, but equally sad for his father who didn't comprehend why.

Sometimes the only true support can be found from like minded people.  Have you found any support groups you could visit? Other sufferers usually understand and don't judge.  In society we are judged, there are still stigmas and we can be regarded as different and therefore difficult, but infact it is usually the opposite, we are far more thoughtful more in touch with how we tick, more insightful, caring and understanding.

It is hard though to find the right people, quite often sufferers only end up with a very close circle of family and friends, I've lost many over the years, partly because people probably find me hard work and partly because I push them away and don't make the effort, never instigating social engagements, but often the people who stick by you through thick and thin are the ones that really matter.

Do you have any support in other ways such as medication or counselling, cbt etc?

With regards to the feeling of not wanting to be here, that totally makes sense.  Often it's the feeling of not fitting in, being so lonely and just existing, rather than living, to escape this unbearable and exhausting drudge day after day which is so awful, to escape this in the right sense is to get better. I think we all crave contentment and peace, but the long road to recovery can seem so far away and it can feel such a mountain to climb, but it is possible, a better life is realistic, but it does take a lot of resilience, determination and time.  Small, but significant steps are necessary, but can only done by putting lots of things in place, such as a healthy diet, sunshine, a little exercise, support from a range of people and professionals, possible medication, meaningful activities, but to start with just little and often, etc etc, it's almost like a plan, but it's not easy, but the results are both life changing and necessary.

Take one small step at a time, make achievable goals, which you can then congratulate yourself on, be kind to yourself, reach out to those who care, it is a sign of strength if you can do that.  We all deserve to find that inner peace, best wishes x",1
Physical exercise. Daily 2 hrs intense. And meditation for half an hour and avoid alcohol  previously very anxious. Now after 40 yrs bipolarity anxiety free and well being never better . exercise. Intense daily exercise not a daily stroll/walk.  Aim for 90 days straight and will become part of your daily routine for life . help with weight control too . not expensive  cheap to do .,1
"Me too. You are so not alone. We should all​ have an at home awkward party. We'll be together, but....not.",1
"I understand where you're coming from. I have Bipolar, panic disorder and agoraphobia. I feel your pain and thoughts. I don't ever make plans, I'm afraid of leaving my house, no motivation and I have very few friends. 
You are capable and deserving of love, we all are. I hope things turn around for you, and soon.   ",1
I was thinking the exact same thing when I was reading this. I feel this way pretty much daily. I suffer from bipolar 2 and social anxiety.,1
"I prefer the term ""struggling"" instead of ""suffering""",1
"Som leder till ""riktig"" stress.",1
Stressed out right now!,1
"Putting techno on, open curtains and if u can't get out of bed tell a friend ur still in bed at 2pm and they will make u get out of bed ! Haha then start with yoga because it doesn't seem like a workout. After excersis catches ur interest again , get a membership at planet fitness for $10. If ur more serious got to 24 hr. Get involved in fun classes like spin ,arobics , swimming ect. It helps with my agression and irritability. Bienging  is hard to stop, I would say get a protien shake. U will be full more and not need to eat as much. I recommend protien worlds slender blender shakes. Good luck!",1
other signs that you are dangerously paranoid include following crap like this,1
Jacob McDonald this is scary accurate,1
This is me. I also talk out loud when I don't mean to. Mostly when im upset.,1
Yes  we do have to get together. I'm a  Sorry was trying to write about my status  but couldn't shaking real.  N bad,1
"Y es we do . My bipolar  has gotten really. Bad Meds aren't working they  are driving me crazy. I canp't talk  7 right.   I shake all the timeinsYvonne Yvonne  choiceto . annot e ven write Ashmore and did some errands I 
I  shouldn't be driving but I do uhhpasta two two two two days driving I almost cussed to  me that if something important to the hospital I'm in so much pain I.  accident. That how bad  It is got me
Gonna don't",1
"Lack of corauge was and it is the reason i dont do it. One day the pain will stop i just dont know how.
I suffer of Anxiety, i made a treatment months ago but now im feeling bad again as i have depressive components my head is a ticking bomb. Im not diagnosed with depression cuz i never went back to the doctor after my Anxiety treatment because i was afraid of something i already know. Being strong but i dont know till when.
Today a boy as killed himself in my hometown he jumped a bridge.... that made me feel so bad i only imagined it was me.",1
"This may sound stupid but the thing that has kept me going is comics and Superhero stories. Growing up, that's all I had to fall back on to feel better. Knowing that these people don't budge in the face of adversity was something I admired and wished I could be like. Not knowing what happens next in these stories because I'm gone causes me more distress than any problems I have. I'm so grateful for people such as Stan Lee for bringing these stories to the world and giving me something to cling to until I can hold my own.",1
"I now understand that just because I'm feeling suicidal or planning my own demise doesn't mean I want to die. Suicidal ideation is a symptom of mental illness, so just because you are dwelling on it doesn't mean you're going to act on it. Having said that, depressed people DO commit suicide so you need to have some strategies to help you through those thoughts. 
Seriously - if it were not for my kids I believe I would have opted out long ago... they lost their Dad to cancer as kids so I use that to remind me what it would do to them if I died by suicide.
I'm a Christian so I keep reminding myself its not my job to decide how & when I die... God has that sorted.
I have several close women friends I can call on if I'm feeling really dark... two of them have experienced severe depression so get where I'm at when I'm this unwell.
I have an excellent psychiatrist who is only a phone call away, if I'm feeling unsafe she will admit me into hospital until it passes or she's satisfied I'm safe to return home (I live alone). 
For some, distraction helps... I find this only helps if I'm well enough - have a list of things you can choose from that will distract you from your negative thoughts.
Mindfulness - Bring yourself back to now. Forget the past (too much rubbish) don't think ahead (too scary). Light a candle, play some [positive] music & just breath. 
Different things work better for different people... Hopefully there are some things amongst all these comments that might help. Blessings.  ",1
"I have struggled daily for years with suicidal thoughts. Every morning i wake up and ask myself if today is the day. I keep the local crisis line's phone number close at all times, i try to change up my routine even the slightest, i sleep for days straight, i will sit in a public place alone but still surrounded by bystanders, and i even just randomly visit friends so i am not alone. 

The worst thing when feeling suicidal is isolation. Being alone with your thoughts that only lead you in one direction is dangerous. 

Don't ever feel afraid to reach out. You don't have to be explaining why. Just do not try and work through it alone.  Be well.",1
"Suicide is a permanent solution to a temporary problem I'm 18 and I have attempted to commit suicide. I've had thoughts about it since junior high, I was hospitalized 5 months ago, and I was hospitalized twice, so my first time was November 2016,and I was hospitalized in Tijuana, Mexico. They are not kind to you over there if you are a teen in the Tijuana mental health hospital. It sucks cuz I spent my 18th birthday at that hospital, then I got released November 16, then a month later I was taken back for aggression, so I was there for a month from December 12-January 12, so I spent Christmas and New years there, I'll never get that back and I remember the huge stomach pain of anxiety because I thought my life was over and my family was going to abandon me, but eventually the psychiatrist let them visit me and hope was brought back, I got out after like a week of that visit and then the second time of getting out of the hospital I felt so much more depressed, I was very open and honest about the intrusive thoughts of harming others or killing myself cuz I wanted to go away and the hospital would just tell me to control them and that the medication will work eventually. It didn't. So for the first time ever, I began cutting, I began to get threatened by my family and others to get the police called on me cuz of my actions and behavior that I couldn't control. I was like this for about two or three months after the hospital, I told myself I couldn't die, no matter how much I had urges to jump off the bridge as I walked to college or jump infront of a car, I just couldn't let myself die no matter how much I wanted too, so I kept going through treatment, it didn't work, the medication or therapy. So then in San Diego my brother and his girlfriend discovered DBT therapy and at the same time when I started my semester in college again I got help from the school psychologist and then I saw like two different psychiatrist and psychologists until they came to the conclusion that they didn't believe I had BPD like how the hospital diagnosed me with that, but that I did have severe OCD like they said, so this really great psychiatrist did a med change, and I immediately had my thoughts of suicide disappear, most of them and they didn't make me freak out anymore if they showed up. Combined with starting DBT two months ago, it worked miracles. I just finished my first official semester in college and I got all A's except one C, I had to withdraw my first semester from most classes and get an incomplete for one class so that's why I consider this semester an official one. I was really great for 2 months, of course not all days will be good, but I no longer felt like killing myself. Up until last week where I was very emotionally overwhelmed by all that had happened to me in my past and I dwelled on it and my mom is a very toxic person on me so I had a crisis and my impulse was to grab a knife and slice my throat, I couldn't because I was scared and the knife wasn't sharp enough, just big. And then so a few days later for the same thing of being emotionally overwhelmed I impulsively cut myself two days, but I talked about it in DBT therapy and I used the skills they have taught me and I got very productive. I promised myself I was going to practice my guitar every day starting this week and I already learned two songs. I write a lot of poetry that help express what I feel and I actually made a page because I want to make it into music and I have many designs to make clothing and I want to be recognized in the future by my writing and clothing and I want to be a voice of inspiration to others who suffer as well. So I always keep that in my head, that I need to grow and prosper and achieve my dreams and once I get there and if I make a lot of money, I'm gonna fund shit for mental health and keep on trying to be a voice people can relate to or get hope from. I want to prove to all the people that bullied me and treated me like shit and caused me trauma that I'm not just a typical whatever guy, I want to be someone big and successful, and I know my family isn't completely functional, but I can't leave them either, I would ruin their lives too. So I try to remember all that stuff and even though I dwell on the past a lot and feel so much hatred and anger towards those who hurt me who are a lot of people and all I ever beg for is an apology that I'll never get except for one girl, I use that as motivation to make sure that I'm going to prove them wrong one day, like Muhammad Ali ""I'ma show you how great I am!"" So even though I did hurt myself this last week, my thoughts mostly disappeared, I listen to very mellow music that makes me happy, I write, I play video games, I work out, and every day I try to achieve a goal no matter how small to feel that I am worth something and closer to growing bigger and closer to the person I dream to be. That's how my suicidal thoughts have gone away, but I lived hell for years, specially 2016 and the beginning of 2017.",1
"Suicide doesn't end the pain it just passes it on to someone else. I don't know who said this but its true. Yesterday was the anniversary of my husbands mother's suicide. She committed suicide one year after our marriage, I saw what it did to him. So even through I am super suicidal dealing with bipolar depression and anxiety, I just think of all the pain I have being passed onto my husband and three kids. So when it gets so hard to breath and I just want it to end, I think of them and I stay.",1
"I've come to the point where I realize that those thoughts are a just symptom that is part of my condition, and like any other symptom I try to address the source. I know the source is my brain chemistry, and that it's hereditary, and I accept that it's an illness/condition I'll have for the duration. I let it wash over me with the knowledge that it will pass. Some days are much harder than others, and some day I literally have to give myself permission to lie down and go to sleep. I find that sleep usually, not always, but usually, straightens out my thinking. Knowing what is is though, and knowing the patterns, and accepting my condition on its terms, and mine, helps. It doesn't make it easy, nor am I happy that this is my struggle, but it helps.",1
Suicide ideation can be  extremely scary for a person especially as the thoughts can be very vivid and often out with persons control. It   doesn't neccessarily mean that the person is going to attempt suicide - although not always case and I have in the past but mostly they are a reflection of persons emotional distress.  I've had times when these thoughts and images have been  almost been unbearable. I try and distract myself doing something  physical to get through. Unfortunate ly doesnt always work and I have resorted to self harm at times but not as frequent as before.,1
"My kids and meds. I won't lie and it gets easier but with support you can get better. Now I think of my grandson that I want to be there to meet. I realized I can't leave my children in this world alone. I have highs and lows but I just tell myself that if I'm gone my babies will be split up and they will be destroyed because I left them for reasons they couldn't understand. If you don't have kids just think about all the things that you want to do despite your ""darkness"" and how those things will never happen if you go through with it. Trust me I was sitting in my car on a dark road 2 weeks ago and thinking that I might as well because I was so tired of dealing with the depression and anxiety. Taking meds seeing doctors. But my children and husband kept calling my phone I could hear the hurt in their voices. I passed out I don't know how long but when I looked up I saw the lights on my husband's truck and I drove to to a stop sign and he saw me. Tears in his eyes I knew that I could not do that to my family. No matter how I struggle I know that they need me and I need them just as much.",1
"I use mindfulness techniques. Sorry for my english, i m italian...
I use ""zen""meditation  defusions techniques that is trying to separate from thoghts in many ways. You can say to yourself"" it's just a thought i don't have to do anything with it""; repeat the thought in different ways, slow, very very slow, fast, very fast, with, other voices, as imitating people... until the thought become a ""thing"" as another insignificant thing you see on a table... 
If you start breathing, as u do in meditation or yoga, than you can imagine to be on the grass, looking to the sky, and every thought is a cloud and you put it on a cloud and you see it go away... or always breathing, imagine to be on a bridge and under you , you see some  trains and those trains have their wagons. You put your thoughts on the trains like this: train of thoughts on the left, train of emotions, number 2, train of sensations (about body)number 3,...and you note what is passing in your mind and you take the thought, the emotiin or sensation and put it on the right wagon that is moving under your bridge.
Don't worry if you find on the train, that is you believe your thought is so true and strong and you are rapt from it and u follow it without putting an end... as you  notice this thing you gentle say to yourself :oh, i was on the train... or...oh... thank you miss mind or sir thought to rimind me to exist, but now i start back breathing mindfully and come back on my bridge and you on your train and i say you goodbye...
I ts hard and it needs a lot of practice, but it works. Zen meditation helped me a lot. But i need to be followed by some people who practice it, because alone it's hard, with a mental illness.",1
"Yes I actually attempted it. I put a belt around my neck and just let myself choke, i did it in the closet. Before I knew it I was on a stretcher on my way to the hospital. It was like 7am my girlfriend woke up to my cat meowing at the door very loudly, when she opened it she said she grabbed my knife and cut me down. I was out cold. When I got to the hospital, after a day or two, they put me in the psych ward. In there was where I learned how to cope and realized what my triggers were. I've had some good things happen since then but I still struggle with it daily. Stopped taking the meds cuz I just don't believe in them but I just hold on to all the positive thing I've done and keep trying to be more positive. I recently made a movie so I do my best to keep my mind busy",1
"I look at my children and my husband and everyone that cares about me and think about how not having me in their lives would affect their future. Sometimes finding strength is hard but you have to push those thoughts aside they too shall pass. They are temporary. Go for a walk or look into medical cannabis. Surround yourself with something you love. 
  Please tell someone you are feeling this way call a hotline or tell your doctor. There will be better days but please please tell someone if you are overwhelmed by these thoughts. Good luck to you. You are worth it.   ",1
Try to find a free mental health facility in your area.  Maybe your former doctor can help.  I'm so sorry you were left in that horrible position. I would be beyond pissed and frustrated.,1
"I live in Upstate New York and I know that we have prescription programs set up, counties vary in how they do it, to assist with paying for prescriptions. I would ask your pharmacy about it. Try and avoid the alcohol too.",1
"I feel EXACTLY like you but I am older I have no life no friends I can't go out, I am full of shame and guilt on top of anxiety and depression I have a binge eating disorder, I have gains 100 lbs I lock myself away, every day I want to kill myself, and soon that day will come, can't stand the pain anymore",1
"Keep in mind that I'm typing this without any kind of attitude. I'm not upset or hostile, I'm just talking. But that dude is 100% your biggest problem. He does absolutely nothing. Sits on his ass all day long playing video games. Up until very recently he sat on his ass all day long playing video games and smoking thetic, which he WILL do again, mark my words. You should NOT have to clean up after his lazy ass, but you do it anyway because you ALLOW him to sit around doing nothing all day. In a nutshell, you're an enabler. I'm not saying you don't fight him about it, but you've never followed through on a single threat you've made where he's concerned. Why would he wanna change? Why would he ever wanna try to be anything more than he is right now? Because he's got a meal ticket (you) snuggly tucked away in his back pocket. He knows that if he pisses you off, all he has to do is spit some sugarcoated bullshit in your ear and you'll fall back in his lap. He is a GROWN MAN, Amanda, and he's no different than your 6 (7?) year old son. Do you even realize how much better off you'd be if his worthless ass just left? How much extra money you'd have? What do you even see in him? Seriously. Cuz I could NEVER be attracted, let alone be in a relationship with someone like that. I honestly believe that if he had his way he'd lock himself in somebody's basement and do nothing but eat and play video games for the rest of his life. I've never seen a human being who lacked ambition the way he does. He's literally a potato. I mean the man wears your clothes because he's too lazy to wash his own shirt. Seriously?! YOU DESERVE BETTER!!!!! You shouldn't have raise a grown man, and he is NOT going to change. What the hell makes you wanna stay with him? I mean he does nothing. He flat out refuses to get a job, he steals your freaking bill money for god's sake, he doesn't care how he looks.. He doesn't even have the decency to clean y'all's home when you're at work. A home he wouldn't even have if it weren't for you. That's not love, Amanda. He's using you, and idk why you can't see that. Or maybe you're just in denial, but either way, he's a fucking disgrace and you deserve so, so, so much better",1
I'm the same way it feels I push ppl  away I tell way to much then it's used against me later. I have had 2 breakdowns since 2015. I never can get enough sleep I just lay here worrying that I'm headed right back into an episode.  I feel so tired all the time.  I try everything I have in my tool box . I live on very little sleep. Sometime go for days go for  days. I'm prerscibed 5 meds including Ambian but never feel rested. My mind races I meditate read count in my head drink sleepy time tea. I miss appointment bc I'm exhausted.  Just saw my med Dr yesterday he increased my mood stabilizer.  Been in mania hypoagitation since memorial day weekend been having a high and finally getting things done I put off for almost two yrs. Just waiting for the crash and the lows to come and not be able to do one thing. Just remember your not alone. And that there's no easy cute but I believe it will be manageable in time. Thanks for sharing hope this helps a little. Do some self care a mindfullness.take care.,1
Exactly I feel a lot of anger I'm anxious too. I didn't do much theses past two years I really let things go around my house w friends and family . But I been going on walks got a gym membership and mowing my own lawn weeding volunteering going to church hanging out w friends and driving again. I tend to lash out at times for little things I wait un till I'm booking over and end up ruining good relationships in the moment of rage. I'm currently in therapy once a week and am joining a traume therapy group next week. I was in intensive out patient for fourteen months were I learned DBT skills along w coping skills . I have all the skills to not get so angry but it seems they go out the window along w eating good and sleeping at times. I feel very overwhelmed in the mornings I have to drag myself out of bed I never feel rested my brain won't turn off. Thank you for sharing I'm very hard on myself and can't seem to stay out of my emotional mind. It takes over most the time. Your advise is very helpful. Have a nice day thanks again.,1
"I do a lot of over thinking-induced stressing too. And nights are definitely the worst. Nothing to do but lie there, mentally re-living every traumatic experience you've ever had over and over again in your head til you're ready to either cry, or physically hurt someone. I've never had a major breakdown I don't guess. Just little ones here and there when I get really angry or too overwhelmed. Rage has always been my biggest problem, but I've simmered down a LOT in the last several years. Learned how to control it. I've always found physical actitivities to be the most helpful. Mowing the yard, cleaning, just staying busy. As long as no other people are around, of course. lol. I'm not a good ""peopler""",1
"I understand more than you know. I had a very similar youth. But no meds.  My parents did not know better. Ilived in fear most of the time. Did my best. It was not until 2005 when i had my first break down. And was hospitalized.  I had many other things going on too. All i can say is this, do what you can when feeling good. One day at a time. Give yourself permision to say no to people if not feeling up to it.
Learn what joy is.. get the book one thousand gifts, read it if you can, it has helped. Have faith you can do it... I do not know if you believe in God but he has helped me.. and I had been lost for many years.
With time, inner peace you can and will become whole. Time is what we have. Remeber to breath when feeling overwhelmed, people who understand will always be there, because you are worthy of there love..",1
"Yeah, I was diagnosed with everything I have at a very young age, so maybe I just wasn't mature enough to receive that particular diagnosis. Does Bipolar Disorder often get confused with BPD? They're pretty similar, aren't they? I know a lot about Bipolar (which I have), and a little bit about BPD, but I've never compared the two",1
"I haven't, actually, but I have done some research on it and I agree. But I'm reluctant to say that to a doctor. lol. My mom's a nurse and she told me a long time ago that self-diagnosing is the quickest way to get laughed out of a doctor's office. I'm not a hypochondriac, though, and I've been dealing with unmedicated mental illness long enough to tell the difference between what's real, and what's not. I really think I could have BPD",1
"I knew from your first few lines that it would be down to being told you weren't good enough when you were younger (been there myself) I'm glad you found your voice today and spoke to us about how you feel, that will empower you and make you feel stronger, I found my voice in my late teens and moved away from the 'toxic' people in my life - please find a good counsellor to talk through your self esteem and anxiety issues as they can help you - good luck xx",1
"Yeah, my mom was a nurse and my dad was a very liked, very well-known high school football coach. And since I was the furthest thing from a stereotypical coach's daughter (a straight-A student, member of the student council, etc.), I was basically the family embarrassment. My parents cared a lot about appearances and what other people thought, so heaven forbid if I ever opened my mouth. Mine was rarely a popular opinion. For example: A girl was killed in a car accident at my high school Jr year. She was just one of many students who had died in less than a decade at that school. Student Council (her friends) discussed the possibility of building a memorial for her on the school grounds. I was the ONLY person who stood up and said that if they built a memorial for her, they'd have to build one for every student who had died at that school. That it wasn't fair to commemorate the popular girl and just forget all the others like they didn't matter. Boy did I hear it when my dad got home that afternoon. He storms in the house, puts his finger in my face and tells me, ""Her friends can build a memorial for her if they want to, and you better damn well keep your mouth shut about it."" I never understood that, and I don't think I ever will. If my daughter stood on her own and risked being hated by everyone she knew doing what she believed is right I'd burst into flames I'd be so proud",1
"This is so needed for students and parents. The reason I say parents also is because my 12 year old daughter was diagnosed with anxiety, depression and and she was cutting herself I found this out through the school consular, thank heavens for her but, one of my daughter's  friends mothers found out and her daughter is not allowed to be friends with my daughter anymore. This hurt my daughter very much. I think parents need to be educated about mental illness and realize that it is not contagious.",1
"As a NAMI volunteer I got to go speak to 5 different middle school health classes! About mental health, how I went from agoraphobic to going to a university- it was a blast, we also explained the different illness and where to get help! Though I am graduating tomorrow with my BA in business, I actually want to enter the fiction arena with the truth of mental health. Showing positives and some negatives that help us overcome! We are a special people, smart, creative, and HELL OF A STRONG GROUP OF PEOPLE. We have to be, we fight our own brains everyday. When I was told I needed a heart transplant this year on my 42nd birthday actually.. I smiled and said "" ok now where do we start, so I can get better!"" I know depression. This caused me to be angry. I am back to training for my second degree and my instructor certification. The only thing that stops me- is... me. Now I do listen to my body, I have more breaks and don't push it. All that is through mental health and the struggles I had with it. Three doctors told me I was stupid! I wish I can find them and invite them to my graduation when I get my BA!! Lol",1
My daughter is 11yrs old and I'm currently sat waiting to go into her school assembly about mental health awareness. She was made a mental health ambassador by her school after she was bullied about her dad having issues. Instead of being upset she decided to turn a negative into a positive and educate the whole school!!! I'm so so proud right now I could burst!!  ❤️,1
They do not want to understand and could careless. There is no compassion to the one that is suffering from it. Panic Disorder with Agoraphobia had what it seems like forever. I been told I fake it to get attention or meds to feel good on. So far from the truth,1
I actually found it more distressing than helpful,1
I've been there and struggling again too so I do understand,1
"What a great service. I hate making phone calls, in fact, it sends me into a panic so texting is great for me. Shame this isn't in Australia.",1
I'm lucky I live in the U.K.  We have the NHS which we pay for through our taxes. We don't have to pay to see doctors or for hospital treatment. We do have a charge for prescriptions for people that work. The unemployed and very low income earners get them free. Although we pay a fee it is still cheaper than paying privately. Our government is planning on privatising our NHS so that will mean we'll have to get health insurance. And things will probably be the same for us as yourselves. This really frightens me. I bet the insurance for bipolar patients will be sky high. I feel for you. It must be terrible not to be able to afford the treatment you need. I am so lucky at the moment. Hope you can get the help that you need soon. We need our medication. It makes life almost bearable. Good luck ❤️,1
